    19.704,    240.214,      4.425,     23.000,      0.030,    172.000,     42.000,     23.687,      0.000
    17.694,    240.947,      4.985,     22.500,      0.030,    154.000,     51.000,     24.199,      0.000
    13.459,    239.622,      4.754,     22.500,      0.020,     76.000,      9.000,      9.857,      0.000
     7.136,    240.134,      4.735,     22.500,      0.030,     64.000,     24.000,     22.866,      0.000
     6.998,    239.802,      5.345,     23.000,      0.050,     84.000,     23.000,     35.469,      0.000
     6.280,    239.852,      5.195,     19.500,      0.180,    898.000,    264.000,    723.330,      0.000
     5.834,    241.267,      4.265,     22.500,      0.020,     35.000,     15.000,     11.140,      0.000
     5.803,    240.013,      5.085,     23.000,      0.030,     44.000,     10.000,     16.217,      0.000
     5.448,    240.625,      4.475,     22.500,      0.020,     34.000,     10.000,     11.640,      0.000
     4.914,    241.409,      5.174,     22.000,      0.050,    118.000,     36.000,     72.875,      0.000
     4.814,    240.656,      4.875,     19.000,      0.290,   3277.000,    783.000,   3009.729,      0.000
     4.475,    239.351,      4.904,     21.000,      0.020,     27.000,      7.000,     10.292,      0.000
     3.933,    240.264,      5.175,     23.000,      0.030,     37.000,      7.000,     18.399,      0.000
     3.688,    241.840,      4.754,     20.000,      0.040,     81.000,     16.000,     52.720,      0.000
     3.586,    240.927,      5.585,     19.500,      0.080,    258.000,     64.000,    205.200,      0.000
     3.441,    241.649,      4.674,     21.500,      0.100,    352.000,     95.000,    291.937,      0.000
     2.584,    241.489,      4.884,     23.000,      0.020,     18.000,      3.000,      9.622,      0.000
     2.422,    241.428,      4.544,     21.500,      0.020,     21.000,      4.000,     12.270,      0.000
     2.243,    241.548,      4.504,     23.000,      0.030,     32.000,      7.000,     21.476,      0.000
     2.116,    241.318,      4.764,     21.500,      0.010,      7.000,      2.000,      3.212,      0.000
     2.069,    241.308,      4.954,     20.000,      0.020,     22.000,      5.000,     14.200,      0.000
     2.044,    240.615,      3.715,     21.000,      0.270,   2592.000,    642.000,   2489.991,      0.000
     0.784,    241.288,      4.755,     19.500,      0.040,     65.000,     11.000,     59.520,      0.000
