     9.267,    138.801,     34.641,     21.500,      0.020,     38.000,     15.000,      5.404,      0.000
     8.296,    137.971,     33.085,     23.000,      0.020,     31.000,      9.000,      4.552,      0.000
     8.012,    138.749,     34.401,     16.500,      0.250,   1128.000,    256.000,    880.469,      0.000
     7.492,    137.397,     33.394,     21.500,      0.020,     30.000,     15.000,      5.404,      0.000
     7.462,    138.164,     33.574,     22.000,      0.050,     78.000,     25.000,     29.609,      0.000
     5.850,    137.816,     32.925,     19.000,      0.290,   1460.000,    373.000,   1248.359,      0.000
     5.352,    138.343,     33.414,     23.000,      0.250,    877.000,    193.000,    728.516,      0.000
     4.618,    138.298,     33.894,     20.500,      0.050,     66.000,     22.000,     35.719,      0.000
     4.597,    138.179,     34.214,     22.000,      0.220,    741.000,    182.000,    623.418,      0.000
     2.331,    138.150,     33.145,     23.000,      0.020,     10.000,      1.000,      4.763,      0.000
     1.673,    139.072,     34.079,     22.500,      0.020,      9.000,      2.000,      5.367,      0.000
     0.887,    139.112,     34.338,     22.500,      0.160,    365.000,     89.000,    348.960,      0.000
     0.369,    139.133,     34.148,     22.500,      0.070,     67.000,     11.000,     64.680,      0.000
