    25.026,     40.444,     -3.215,     23.000,      0.030,    159.000,     48.000,      8.741,      0.000
    18.993,     39.834,     -2.075,     23.000,      0.020,     87.000,     18.000,      4.342,      0.000
    11.191,     40.875,     -2.525,     23.000,      0.030,     59.000,     15.000,      8.944,      0.000
    11.050,     39.744,     -2.585,     22.500,      0.020,     43.000,     12.000,      4.405,      0.000
     9.146,     40.165,     -1.925,     23.000,      0.020,     34.000,     16.000,      4.340,      0.000
     8.865,     40.585,     -2.355,     23.000,      0.020,     32.000,     10.000,      4.107,      0.000
     8.601,     41.165,     -1.975,     23.000,      0.030,     41.000,     21.000,      7.582,      0.000
     6.964,     40.375,     -1.755,     21.000,      0.050,     69.000,     12.000,     26.469,      0.000
     6.111,     41.506,     -2.835,     23.000,      0.030,     32.000,      7.000,      8.932,      0.000
     5.852,     42.026,     -2.254,     22.000,      0.040,     46.000,     10.000,     17.210,      0.000
