    37.500,    142.986,     11.295,     16.000,      0.030,    337.000,     34.000,     15.457,      0.000
    17.730,    144.687,     10.773,     23.000,      0.030,    106.000,     39.000,      9.877,      0.000
    15.416,    144.127,     10.844,     22.500,      0.020,     69.000,     21.000,      5.017,      0.000
    13.892,    143.079,     10.775,     23.000,      0.020,     60.000,     21.000,      4.950,      0.000
    12.208,    142.652,     10.604,     22.500,      0.020,     53.000,     11.000,      5.468,      0.000
     9.682,    142.815,     10.274,     23.000,      0.020,     38.000,     18.000,      4.807,      0.000
     9.450,    144.088,     11.434,     22.500,      0.020,     38.000,     18.000,      5.135,      0.000
     8.066,    143.761,     11.155,     20.500,      0.020,     36.000,     11.000,      6.680,      0.000
     7.382,    142.764,     10.174,     23.000,      0.040,     61.000,     20.000,     20.270,      0.000
     6.998,    144.402,     10.754,     21.000,      0.030,     45.000,     11.000,     13.106,      0.000
     5.459,    143.415,     10.455,     19.500,      0.020,     24.000,     10.000,      6.457,      0.000
     3.901,    144.575,     10.723,     18.500,      0.170,    568.000,    101.000,    480.643,      0.000
     3.340,    144.096,     10.574,     18.500,      0.030,     29.000,     12.000,     15.002,      0.000
     2.840,    143.343,     11.915,     19.000,      0.040,     41.000,      9.000,     25.930,      0.000
     2.812,    144.085,     10.254,     18.500,      0.030,     26.000,     10.000,     14.664,      0.000
     2.466,    144.533,     10.553,     19.000,      0.020,     13.000,      3.000,      6.470,      0.000
     2.397,    143.374,     10.625,     19.000,      0.010,      5.000,      1.000,      1.712,      0.000
     1.795,    144.279,     10.504,     18.500,      0.030,     22.000,      3.000,     15.171,      0.000
     1.319,    143.690,     11.805,     18.500,      0.010,      3.000,      1.000,      1.703,      0.000
     1.274,    144.331,     11.014,     19.000,      0.020,     10.000,      3.000,      7.040,      0.000
