    20.303,    114.604,     21.574,     16.500,      0.100,    949.000,    326.000,    453.187,      0.000
    11.318,    113.796,     23.045,     23.000,      0.020,     66.000,     12.000,     11.097,      0.000
    10.316,    114.413,     22.344,     23.000,      0.020,     59.000,     11.000,     10.797,      0.000
     6.594,    112.975,     22.292,     18.000,      0.030,     89.000,     21.000,     40.815,      0.000
     6.527,    114.291,     21.375,     23.000,      0.020,     39.000,     13.000,     11.375,      0.000
     6.513,    113.096,     21.953,     20.500,      0.060,    219.000,     54.000,    136.733,      0.000
     6.217,    114.258,     21.165,     22.500,      0.020,     40.000,     15.000,     12.735,      0.000
     5.988,    113.722,     21.295,     21.000,      0.050,    158.000,     38.000,     94.703,      0.000
     4.352,    113.604,     21.425,     21.500,      0.050,    129.000,     39.000,     86.219,      0.000
     4.263,    114.841,     21.732,     22.000,      0.060,    174.000,     41.000,    124.223,      0.000
     4.045,    113.839,     23.175,     19.500,      0.020,     36.000,     10.000,     17.310,      0.000
