    14.947,    185.164,     -3.995,     23.000,      0.020,     70.000,     21.000,      5.825,      0.000
    13.537,    184.804,     -3.325,     23.000,      0.020,     62.000,     21.000,      5.882,      0.000
    12.040,    186.247,     -4.225,     22.500,      0.020,     56.000,     20.000,      6.525,      0.000
    10.931,    185.465,     -4.385,     22.500,      0.020,     50.000,     12.000,      6.537,      0.000
     8.210,    186.747,     -3.534,     23.000,      0.020,     35.000,     13.000,      6.060,      0.000
     6.116,    185.144,     -2.835,     23.000,      0.020,     25.000,     12.000,      5.705,      0.000
     5.075,    185.896,     -3.685,     22.500,      0.020,     22.000,      5.000,      6.232,      0.000
     4.927,    185.555,     -3.775,     23.000,      0.020,     21.000,     10.000,      6.025,      0.000
     4.808,    186.486,     -3.335,     18.500,      0.030,     41.000,     10.000,     17.826,      0.000
     4.591,    185.224,     -3.635,     22.500,      0.040,     51.000,     14.000,     25.300,      0.000
