    13.417,    158.070,     24.443,     22.000,      0.020,     57.000,      8.000,      4.860,      0.000
    13.082,    158.319,     25.124,     23.000,      0.020,     52.000,     10.000,      4.142,      0.000
    11.151,    157.991,     24.712,     23.000,      0.030,     60.000,     24.000,      9.360,      0.000
     7.686,    157.917,     24.242,     23.000,      0.270,    999.000,    262.000,    775.929,      0.000
     7.332,    159.344,     24.584,     22.500,      0.020,     27.000,      5.000,      4.557,      0.000
     5.592,    159.357,     24.914,     23.000,      0.020,     20.000,      9.000,      4.437,      0.000
     5.547,    159.335,     25.084,     23.000,      0.020,     20.000,      4.000,      4.505,      0.000
     5.309,    159.861,     24.592,     22.500,      0.020,     20.000,      6.000,      4.882,      0.000
     4.271,    159.544,     24.984,     18.500,      0.030,     31.000,     10.000,     13.303,      0.000
     2.421,    158.738,     25.405,     19.000,      0.030,     21.000,      7.000,     12.274,      0.000
     2.214,    159.192,     25.105,     19.000,      0.020,     11.000,      3.000,      5.657,      0.000
     2.203,    159.568,     25.314,     19.000,      0.020,     11.000,      3.000,      5.680,      0.000
     2.191,    158.916,     25.795,     19.000,      0.010,      4.000,      2.000,      1.399,      0.000
     1.868,    157.966,     25.052,     19.000,      0.020,     10.000,      3.000,      5.683,      0.000
     1.544,    158.905,     23.325,     19.000,      0.010,      3.000,      1.000,      1.465,      0.000
     1.466,    158.435,     23.764,     19.000,      0.020,      9.000,      2.000,      5.808,      0.000
     1.422,    160.225,     24.699,     19.000,      0.040,     28.000,      4.000,     21.720,      0.000
