    37.500,    160.876,     24.923,     16.000,      0.040,    452.000,    111.000,     20.460,      0.000
    12.050,    162.780,     24.451,     23.000,      0.020,     45.000,     19.000,      3.732,      0.000
    11.442,    161.174,     24.974,     21.000,      0.290,   1405.000,    276.000,   1019.187,      0.000
    10.573,    161.537,     25.765,     23.000,      0.020,     39.000,     16.000,      3.955,      0.000
     9.384,    161.570,     25.605,     22.500,      0.020,     35.000,      8.000,      4.325,      0.000
     8.611,    161.693,     24.155,     22.500,      0.020,     32.000,     14.000,      4.440,      0.000
     7.780,    161.276,     24.284,     22.500,      0.020,     28.000,     15.000,      4.275,      0.000
     5.862,    161.991,     25.455,     21.500,      0.020,     22.000,     11.000,      4.855,      0.000
     5.624,    161.407,     24.475,     21.500,      0.030,     32.000,      8.000,     10.102,      0.000
     5.531,    162.328,     24.124,     22.500,      0.020,     20.000,      8.000,      4.530,      0.000
