    10.878,     24.735,     21.913,     23.000,      0.030,     60.000,     20.000,      9.928,      0.000
    10.444,     24.635,     21.413,     23.000,      0.040,     81.000,     30.000,     19.600,      0.000
     9.982,     23.969,     21.695,     23.000,      0.020,     39.000,      9.000,      4.692,      0.000
     9.223,     24.473,     21.264,     22.000,      0.030,     55.000,     20.000,     11.807,      0.000
     8.569,     23.840,     20.995,     23.000,      0.020,     33.000,     10.000,      4.817,      0.000
     7.727,     23.551,     21.175,     20.500,      0.020,     33.000,      8.000,      6.137,      0.000
     7.564,     24.389,     21.674,     21.500,      0.020,     32.000,      4.000,      6.037,      0.000
     7.549,     24.519,     21.894,     22.000,      0.020,     30.000,     13.000,      5.312,      0.000
     7.408,     23.207,     21.383,     21.500,      0.020,     28.000,     13.000,      4.802,      0.000
     7.270,     24.208,     22.435,     21.000,      0.020,     29.000,     14.000,      5.385,      0.000
     4.112,     24.132,     22.785,     19.000,      0.010,      8.000,      2.000,      1.434,      0.000
     3.648,     22.804,     22.111,     19.000,      0.010,      7.000,      1.000,      1.445,      0.000
     3.532,     22.770,     22.261,     19.000,      0.030,     27.000,      7.000,     13.006,      0.000
     3.296,     23.807,     23.095,     19.000,      0.050,     57.000,     14.000,     36.128,      0.000
     3.294,     23.612,     22.635,     19.000,      0.040,     40.000,      7.000,     23.122,      0.000
     2.595,     23.267,     22.194,     19.000,      0.040,     36.000,      9.000,     23.122,      0.000
     2.478,     23.774,     22.815,     19.000,      0.020,     12.000,      2.000,      5.781,      0.000
