    14.715,    334.130,     27.814,     22.500,      0.030,    133.000,     44.000,     26.736,      0.000
    13.924,    335.354,     28.303,     23.000,      0.050,    216.000,     80.000,     70.594,      0.000
    10.468,    334.157,     29.194,     22.500,      0.030,     99.000,     30.000,     28.052,      0.000
     9.079,    334.604,     28.745,     23.000,      0.020,     53.000,     13.000,     11.327,      0.000
     8.248,    334.776,     28.835,     23.000,      0.030,     77.000,     38.000,     25.672,      0.000
     7.202,    334.431,     29.625,     21.000,      0.290,   3641.000,    954.000,   3224.184,      0.000
     6.482,    333.739,     28.592,     21.000,      0.020,     47.000,     17.000,     15.697,      0.000
     6.142,    334.592,     29.905,     22.500,      0.100,    410.000,    122.000,    298.451,      0.000
     6.027,    334.000,     28.753,     19.000,      0.040,    120.000,     29.000,     65.990,      0.000
     4.161,    334.891,     29.595,     19.000,      0.050,    166.000,     40.000,    118.562,      0.000
