     9.626,    245.841,     10.005,     23.000,      0.020,     54.000,     15.000,     10.447,      0.000
     9.618,    246.419,      9.365,     23.000,      0.030,     84.000,     20.000,     23.946,      0.000
     8.535,    245.608,      9.905,     23.000,      0.030,     75.000,     21.000,     23.467,      0.000
     8.429,    246.196,      8.665,     22.500,      0.020,     50.000,      9.000,     11.650,      0.000
     8.274,    246.429,      8.695,     22.500,      0.020,     50.000,     15.000,     12.042,      0.000
     7.452,    245.589,      8.975,     22.000,      0.060,    185.000,     47.000,    101.745,      0.000
     7.126,    246.095,     10.245,     23.000,      0.030,     66.000,     11.000,     24.047,      0.000
     6.244,    246.857,      9.944,     23.000,      0.010,     18.000,     10.000,      2.827,      0.000
     5.237,    245.467,      9.374,     23.000,      0.040,     81.000,     22.000,     43.020,      0.000
     4.719,    245.649,      9.255,     20.000,      0.020,     36.000,     12.000,     14.997,      0.000
     3.617,    247.150,      9.743,     20.500,      0.040,     94.000,     25.000,     63.700,      0.000
     3.454,    244.898,      9.653,     19.500,      0.040,     94.000,     30.000,     64.920,      0.000
